Logradouro,Endereco,Numero,Complemento,Bairro,Cidade,Estado,Pais,Cep,Latitude,Longitude
AV,PREFEIRO SEVERINO BEZERRA CABRAL 1190   LJ 143,236,,,CAMPINA GRANDE,,,58104-170,-7.252665176,-35.83489996
AVENIDA,PIRACEMA 669 LJ ANC G,239,,,BARUERI,,,06460-030,-23.505328,-46.832655
ST,COML SUL QDA 07 BL A LOJA 03 S PRIMEIRO SUBSOLO 0,240,,,BRASILIA,,,70307-902,-15.795495,-47.892347
AV,DAS NACOES UNIDAS 22540  LJ R425,242,,,SAO PAULO,,,04795-000,-23.678525,-46.696961
RUA,DR JOAO SANTOS FILHO  255 LJ 053-SS,243,,,RECIFE,,,52060-904,-8.036549,-34.912965
AV,PEDRO LINHARES GOMES 3900 SV LUC 88,245,,,IPATINGA,,,35160-290,-19.494994,-42.564386
RODOVIA,PRESIDENTE DUTRA KM 230 0 LJ B 06,246,,,GUARULHOS,,,07034-911,-23.490052,-46.548538
RUA, ADJAR DA SILVA CASE 800 LJ N 300,247,,,CARUARU,,,55024-740,-8.269903,-35.985426
AV,SILVIO MONTEIRO DOS SANTOS 180 LJ 120,249,,,POCOS DE CALDAS,,,37704-369,-21.774326,-46.602559
AV,JOAO DURVAL CARNEIRO 3665 LJ 179 B,250,,,FEIRA DE SANTANA,,,44037-010,-12.241536,-38.947194
AVENIDA,JURACY MAGALHAES 3340 QD 7 LJANC,252,,,VITORIA DA CONQUISTA,,,45023-490,-14.889714,-40.844793
RUA,GETULIO VARGAS 364,254,,,BACABAL,,,65700-000,-4.235297,-44.782963
QD,14 AREAS ESPECIAIS 3 E 4 LJS N 69 E 70 TERREO 0,255,,,BRASILIA,,,73050-140,-15.650726,-47.784219
AVENIDA,BRASILIA 146 LJ 309/363,257,,,CUIABA,,,78060-601,-15.57733428,-56.03421041
EST,DO PORTELA 222 LJ302 3 PV,258,,,RIO DE JANEIRO,,,21351-050,-22.870499,-43.341806
RUA,ALVARES DE AZEVEDO 99 LJ 5 A 20,260,,,SANTO ANDRE,,,09020-901,-23.65904144,-46.52917281
AV,JUSCELINO KUBITSCHEK DE OLIVEIRA 351 LJ 34/35,261,,,GUARATINGUETA,,,12505-300,-22.816389,-45.1925
AVENIDA,MARCELINO PIRES 3600 LOJA A 10,263,,,DOURADOS,,,79830-000,-22.226212,-54.793884
RUA,SETE DE SETEMBRO 555 LJ 50/51,264,,,SUZANO,,,08673-020,-23.6975738,-46.6385737
CSB,02 LOTES 01/04 LOJAS S-01 A S-07 PISO SUBSOLO ALAMEDA SH 0,265,,,BRASILIA,,,70015-525,-15.836151,-48.056946
AV,ENGENHEIRO ROBERTO FREIRE 8790 J31 32 33,266,,,NATAL,,,59082-400,-5.860914,-35.191978
AV,GABRIEL ZANETTE 1455 SL 42 A 49,267,,,CRICIUMA,,,88815-060,-28.68000238,-49.34943225
AVENIDA,AFONSO VAZ DE MELO 640 LJ246/247,268,,,BELO HORIZONTE,,,30640-070,-19.974276,-44.020899
AV,MARECHAL FLORIANO PEIXOTO 306 LJ 1 A 8,269,,,CURITIBA,,,80010-130,-25.43342,-49.270868
AV,SENADOR CARLOS JEREISSATI 100 P1 106/107,270,,,MARACANAU,,,61900-010,-3.879455,-38.621634
AV,SENHOR DOS PASSOS 942,271,,,FEIRA DE SANTANA,,,44010-231,-12.25417,-38.965332
AVENIDA,CHARLES SCHNNEIDER 1700 LUCS 21/22,272,,,TAUBATE,,,12040-900,-23.02598,-45.58043
AV,PROFESSOR CARLOS CUNHA 3000,273,,,SAO LUIS,,,65076-820,-2.506936,-44.284786
RUA,MOACIR JOSE LEITE 100 LJS A/182,274,,,DIVINOPOLIS,,,35504-999,-20.12818161,-44.88214341
AV,WASHINGTON SOARES 3690 LJ 05,275,,,FORTALEZA,,,60830-641,-3.789402,-38.480625
AVENIDA,GOVERNADOR MARIO COVAS JUNIOR 1 LJ 07,277,,,MAUA,,,09310-000,-23.666085,-46.459936
RUA,EDMUNDO BITTENCOURT 101 LJ205/211,278,,,TERESOPOLIS,,,25953-030,-22.722812,-43.471916
AV,PADRE CICERO 2555 LJ 110/114,280,,,JUAZEIRO DO NORTE,,,63041-140,-7.221814,-39.325552
RUA,BARAO DO RIO BRANCO 173 LJ08/09/10,281,,,TRES RIOS,,,25804-010,-22.11677935,-43.21102738
AV,SANTA BEATRIZ SILVA 1501 LJ 423,283,,,UBERABA,,,38050-000,-19.76573,-47.951612
AV,ANHANGUERA 14404 LJ 238/9,285,,,GOIANIA,,,74450-010,-16.660915,-49.324768
AV,SANTA CATARINA 01  LJ ANC 03,286,,,BALNEARIO CAMBORIU,,,88339-005,-26.988735,-48.633312
RUA,CORONEL CLAUDIO 215 LJ 02 SLJ,288,,,PONTA GROSSA,,,84010-120,-25.09402,-50.157837
AV,CONSELHEIRO MOREIRA DE BARROS 2780 LJ 1011,289,,,SAO PAULO,,,02430-001,-23.483227,-46.645704
RUA,JOAO DA ESCOSSIA 1515 LJ 36 1515 PISO TERRE,291,,,MOSSORO,,,59607-330,-5.180424,-37.363174
AV,COSTA E SILVA 185 LJ 123,292,,,FOZ DO IGUACU,,,85863-000,-25.532912,-54.574286
AV,INDEPENDENCIA 3600,294,,,JUIZ DE FORA,,,36025-290,-21.781136,-43.360894
RUA,HENRIQUE SAVI 15-55 UN 73,296,,,BAURU,,,17011-900,-22.33724563,-49.05389324
AVENIDA,JOSE MUNIA 4775 LJ A12,297,,,SAO JOSE DO RIO PRETO,,,15085-350,-20.82708,-49.38743
AVENIDA,DOM PEDRO I 402 LJ S200,299,,,BELO HORIZONTE,,,31710-000,-19.840905,-43.967372
RUA,DOUTOR COUTINHO 733 LUC 38/39,301,,,ITAPETININGA,,,18200-358,-23.5792438,-48.03805006
RUA,QUINZE DE NOVEMBRO 317,302,,,SAO JOSE DOS CAMPOS,,,12210-070,-23.18372912,-45.88686803
AVENIDA,DOM LUIZ 500 LJ 325A,304,,,FORTALEZA,,,60160-230,-3.733683,-38.496345
101,SUL RUA NS A S/N CJ 2 LT 10,305,,,PALMAS,,,77015-004,-10.190772,-48.334929
AV,PRESIDENTE VARGAS 1740 LJ 115,306,,,RIO VERDE,,,75903-290,-17.789271,-50.919564
AVENIDA,NAZARE 1175 ANEXO 1187,307,,,BELEM,,,66035-170,-1.452213,-48.482343
RUA,GAVIAO PEIXOTO 171 LJ 105,308,,,NITEROI,,,24030-091,-22.903981,-43.10979
AVENIDA,LIONS INTERNACIONAL 1950 LJ 408/413,310,,,RONDONOPOLIS,,,78700-000,-16.471759,-54.608998
RUA, DO CRUZEIRO 135,311,,,JUAZEIRO DO NORTE,,,63010-070,-7.204822,-39.307987
AVENIDA,BRASIL 505 ANCORA 2,312,,,ANAPOLIS,,,75080-240,-16.28757367,-48.94933939
AVENIDA,LAVA PES 500 SUC-2-8,313,,,CUIABA,,,78043-900,-15.58919188,-56.10927313
RUA,DOUTOR RICARDO VILELA 39 43,314,,,MOGI DAS CRUZES,,,08710-150,-23.521312,-46.195545
RUA,NOVE DE JULHO 1138 R SAMPAIO,315,,,MARILIA,,,17500-120,-22.21815736,-49.9495567
AV.,DONATO QUINTINO 90 LC 117,317,,,MONTES CLAROS,,,39400-546,-16.739977,-43.870898
RUA,DOS TUCUNARES 509 LJ A,320,,,MARILIA,,,17507-280,-22.18752286,-49.96781286
RUA,EDUARDO CARLOS PEREIRA 3604 LJ 1001,323,,,CURITIBA,,,81020-770,-25.477984,-49.289481
RUA,INDEPENDENCIA 455,325,,,SAO LEOPOLDO,,,93010-002,-29.763719,-51.146339
AV,WASHINGTON SOARES 4335 200,327,,,FORTALEZA,,,60833-005,-3.795135,-38.479938
RUA,PAISANDU 955 971SEN TEO,328,,,TERESINA,,,64001-120,-5.091193,-42.810781
RUA,FERNANDES LIMA 679 LJ ANC 1,329,,,MACEIO,,,57055-000,-9.644603,-35.734645
RUA,ADAO MANOEL DA SILVA 584 LUC/ANCORA,331,,,SAO JOSE,,,88113-260,-27.556411,-48.622195
AV,SAUL ELKIND 2101 QD01LUC173,332,,,LONDRINA,,,86082-000,-23.259303,-51.158051
AV,"VINTE E DOIS DE MAIO 5973 LJ BKM29,5",334,,,ITABORAI,,,24800-097,-22.745759,-42.854759
PRACA,FELIX GASPAR 53,336,,,SANTO ANTONIO DE JESUS,,,44572-055,-12.956034,-39.267278
SCC,"LTS 01,05 E 06 PISO TERREO ( LJS 01 E 02 MOD. E) E SL 01 0",337,,,BRASILIA,,,72404-000,-16.026339,-48.067806
AVENIDA,ENGENHEIRO JOSE NELSON MACHADO 280 LJ A 41,339,,,CATANDUVA,,,15800-200,-21.126568,-48.977469
AV,DJALMA BATISTA 1661 LJ 256/257,340,,,MANAUS,,,69050-010,-3.089016,-60.024029
AV,DR JOAO MEDEIROS FILHO 2300 LOJA 39 2P,342,,,NATAL,,,59120-555,-5.752956,-35.236137
RUA,IZABEL A REDENTORA 1434 LUC 119 TE,344,,,SAO JOSE DOS PINHAIS,,,83005-010,-25.537421,-49.20454
RUA,PUGLISI 276 TERREO,345,,,GUARUJA,,,11410-000,-23.994262,-46.25709
LOC,QUADRA 01 0 GLEBA F,346,,,VALPARAISO DE GOIAS,,,72876-902,-16.079021,-47.985905
RUA,PRINCESA ISABEL 361 TERREO SLJ,347,,,BARREIRAS,,,47803-070,-12.150709,-44.993885
QN,318 CONJ. 02 LOTE N(o) 01 0,348,,,BRASILIA,,,72308-702,-15.871412,-48.063836
AV,MAURICIO CARDOSO 230 LJ 101,349,,,ERECHIM,,,99700-000,-27.632603,-52.274816
AVENIDA,SANTOS DUMONT 6008,350,,,LAURO DE FREITAS,,,42700-000,-12.901188,-38.347749
RUA,DR. ALVES PEQUENO 234 LJ 01/ SLJ,351,,,MURIAE,,,36880-000,-21.132462,-42.365788
AV,MARECHAL CASTELO BRANCO 358 358 FUNDOS,352,,,TEIXEIRA DE FREITAS,,,45995-041,-17.538884,-39.744331
AV,JOAO NAVES DE AVILA 1331 LJ05,353,,,UBERLANDIA,,,38408-902,-18.911251,-48.262418
RODOVIA,VIRGILIO VARZEA  587 LJ 111,354,,,FLORIANOPOLIS,,,88032-000,-27.55448,-48.497366
AVENIDA,TANCREDO NEVES 543 SL 10/11,355,,,SORRISO,,,78890-000,-12.55099,-55.71941
AVENIDA,DR QUINZINHO 511 TER LJ 01,356,,,JAU,,,17210-110,-22.297796,-48.546157
RUA,QUATORZE DE JULHO 1781,357,,,CAMPO GRANDE,,,79002-330,-20.465297,-54.61688
AVENIDA,COUTO MAGALHAES 2056,360,,,VARZEA GRANDE,,,78110-400,-15.648057,-56.138274
AVE,DANIEL DE LA TOUCHE 2000,361,,,SAO LUIS,,,65074-115,-2.522853,-44.249232
AV,PORTO SEGURO 615 TERREO,365,,,EUNAPOLIS,,,45820-006,-16.372414,-39.577731
RODOVIA,BR 316 141 A KM 03,366,,,ANANINDEUA,,,67015-220,-1.365716,-48.364993
RUA,SENADOR ANTONIO LEMOS 450,368,,,CASTANHAL,,,68740-010,-1.295134,-47.926838
RODOVIA,RIO SANTOS 0 1041,369,,,ITAGUAI,,,23812-101,-22.866762,-43.750158
BR,364 VIA VERDE - SHOPPING 1707 LOJA 041,371,,,RIO BRANCO,,,69914-220,-9.970832,-67.812152
AV,AGAMENON MAGALHAES 444 LOJA 31,373,,,CARUARU,,,55012-290,-8.280868,-35.973938
AV,RIO BRANCO 425 LOJA 310,376,,,CAXIAS DO SUL,,,95010-060,-29.17169,-51.1908
AV,EUDES SCHERRER DE SOUZA 1996 LOJA 33,377,,,SERRA,,,29167-080,-20.193602,-40.266776
RUA,QUINZE DE NOVEMBRO 67,379,,,ARAPIRACA,,,57300-340,-9.748188,-36.659836
SHD,PROJECAO N 0 1 ANDAR,381,,,BRASILIA,,,73310-200,-15.618651,-47.651291
AV,UNIVERSITARIA 2221,382,,,ANAPOLIS,,,75083-350,-16.302109,-48.947623
ROD,GO 40 S/N QD AREA LT,384,,,GOIANIA,,,74354-535,-16.770019,-49.351831
AVENIDA,RUI BARBOSA  468 NA470 LJ02,385,,,JUIZ DE FORA,,,36045-410,-21.74275,-43.363207
AVENIDA,DOS AUTONOMISTAS 1400 LJ ANC J,388,,,OSASCO,,,06020-010,-23.541741,-46.766475
AV,BEZERRA DE MENEZES 871 A,389,,,FORTALEZA,,,60325-003,-3.733312,-38.552576
QNM,12 VIA NM 12B 0 LOTE 24,391,,,CEILANDIA,,,72210-120,-15.812933,-48.105471
RUA,COMANDANTE VITAL ROLIM 989 LJ 01- TER,392,,,CAJAZEIRAS,,,58900-000,-6.886753,-38.548568
RUA,MANOEL DA NOBREGA 712 LOJA 101,393,,,DIADEMA,,,09910-720,-23.691369,-46.623818
RUA,GUSTAVO MACIEL 54,394,,,BAURU,,,17010-200,-22.322891,-49.070887
AV,DJALMA BATISTA 2100 LOJA A2,395,,,MANAUS,,,69050-010,-3.094998,-60.024017
VIA,CONSELHEIRO ANTONIO PRADO 1400 SUC N ANCO,396,,,BARRETOS,,,14784-200,-20.568166,-48.564721
RUA,VICENTE NUNES DE ALBUQUERQUE 0 LOJA 01,397,,,ARAPIRACA,,,57311-250,-9.735959,-36.655033
AV,SAO LUIZ REI  DE FRANCA 8 LJ 1033,398,,,SAO LUIS,,,65065-470,-2.535149,-44.226218
RUA,POMPILIO ESPINHEIRA 0,399,,,ITAPETINGA,,,45700-000,-15.246055,-40.251957
RUA,TREZE DE MAIO 107,402,,,ALAGOINHAS,,,48005-430,-12.139384,-38.422972
AVENIDA,PEDRO MIRANDA 1701,403,,,BELEM,,,66085-023,-1.42411,-48.469622
RODOVIA,BA - 526 305 SL CM 1036,404,,,SALVADOR,,,41510-000,-12.913469,-38.351482
AVE,24 DE OUTUBRO 934 Q 50 LOTE6,405,,,GOIANIA,,,74505-010,-16.667437,-49.296035
AV,ALBERTO MARANHAO 1359,407,,,MOSSORO,,,59600-195,-5.208912,-37.355444
LOC,QUADRA 481 S/N QD 481 LT2,409,,,NOVO GAMA,,,72860-444,-16.054846,-48.028901
RUA,SAO BENTO 916,410,,,ARARAQUARA,,,14801-300,-21.791787,-48.175805
RODOVIA,BR-104 S/N KM 62 LUC,412,,,CARUARU,,,55014-908,-8.247593,-35.976375
AVENIDA,LUIS VIANA 8544 LJ 120/121,413,,,SALVADOR,,,41730-101,-12.967612,-38.438762
AV,PORTUGAL 213 TERREO,415,,,BELEM,,,66015-190,-1.453233,-48.503572
AVENIDA,ITABUNA 1491 SUC S 023,416,,,ILHEUS,,,45650-015,-14.790822,-39.044448
RUA,CONDE DE BONFIM 685 LJ C PISO,419,,,RIO DE JANEIRO,,,20520-052,-22.93219,-43.240299
PRACA,DOUTOR GARCIA COUTINHO 72,420,,,POUSO ALEGRE,,,37550-000,-22.22617,-45.958199
PRACA,ANDRADAS 177,423,,,BARBACENA,,,36200-008,-21.225522,-43.773129
RUA,BARCELOS DOMINGOS 25 E 27,424,,,RIO DE JANEIRO,,,23080-020,-22.901517,-43.559036
RUA,ITABAIANINHA 162,426,,,ARACAJU,,,49010-190,-10.912314,-37.05034
AVENIDA,OSVALDO CRUZ 120 LJ INF 70,428,,,ITUMBIARA,,,75516-020,-18.403973,-49.211564
AVENIDA,1 538,429,,,NOSSA SENHORA DO SOCORRO,,,49160-000,-10.857368,-37.081968
AV,PEDRO ALVARES CABRAL 9031 LOJA C,431,,,BELEM,,,66615-860,-1.436301,-48.491648
AVENIDA,"ANTONIO ANGELIM 570 LJS 25,29",433,,,SALGUEIRO,,,56000-000,-8.071852,-39.127348
AVENIDA,JOSE TOZZI 1821,435,,,SAO MATEUS,,,29930-245,-18.716765,-39.855647
RUA,G (LOTEAMENTO PRQ MONTENEGRO I) 200 LJS 02/03,437,,,FORTALEZA,,,60761-285,-3.820893,-38.554971
AVENIDA,BARAO DE LUCENA 333,439,,,JABOATAO DOS GUARARAPES,,,54110-000,-8.111979,-35.014144
AV,DR RAUL ALVES 4,440,,,JUAZEIRO,,,40000-000,-9.434414,-40.507021
RUA,SAO VICENTE DE PAULA 152,441,,,ITABUNA,,,45600-105,-14.787727,-39.273956
AV,PRESIDENTE JOAO PESSOA 381,442,,,CAMPINA GRANDE,,,58400-002,-7.216932,-35.888566
AV,SANTO ANTONIO 81 91,443,,,GARANHUNS,,,55293-000,-8.890852,-36.495752
PRACA,DA BANDEIRA 10,444,,,ARCOVERDE,,,56506-590,-8.420668,-37.058441
AVENIDA,TREZE DE MAIO 83,445,,,CAMPOS DOS GOYTACAZES,,,28010-260,-21.759427,-41.323301
AV,CARLOS GOMES 1360,446,,,PORTO VELHO,,,76801-109,-8.761143,-63.902007
RUA,JOAQUIM MURTINHO 196,447,,,CUIABA,,,78005-290,-15.597669,-56.096783
AVENIDA,GOVERNADOR JULIO CAMPOS 831,448,,,SINOP,,,78550-228,-11.85652,-55.503333
RUA,ITAPERA 500 SUC 101B,449,,,RIO DE JANEIRO,,,21230-500,-22.823033,-43.319799
RUA,OPHIR JOSE BRAZ S/N LUC 123,451,,,LUZIANIA,,,72800-150,-16.255991,-47.955323
AVENIDA,MARECHAL RONDON 1096,452,,,RONDONOPOLIS,,,78700-075,-16.470762,-54.62837
RUA,LEONCIO WANDERLEY 0,454,,,PATOS,,,58700-120,-7.03096,-37.279921
AVENIDA,APOLONIO CHAVES 0,455,,,PAULO AFONSO,,,48601-200,-9.407827,-38.223345
RUA,RUI BARBOSA 1300 ST 4 LJ 90,457,,,GUARABIRA,,,58200-000,-7.036061,-37.275989
JUCA,SAMPAIO 2178,459,,,MACEIO,,,57045-365,-9.631207,-35.715469
RODOVIA,470 0 REMANESC 1,460,,,BLUMENAU,,,89070-200,-27.097356,-52.619045
AVENIDA,CARMELA DUTRA 1748,462,,,NILOPOLIS,,,26530-020,-22.80735,-43.415374
RUA,MANUEL JOAO GONCALVES 188 LOTE 25,463,,,SAO GONCALO,,,24711-080,-22.820095,-43.001003
SCHIN,CA 01 LOTE A BLOCO A 0,465,,,BRASILIA,,,71503-501,-15.719743,-47.88226
AVENIDA,PRESIDENTE KENNEDY 7204 7210/7218,466,,,PRAIA GRANDE,,,11704-100,-23.728783,-46.616364
AVENIDA,CONDE FRANCISCO MATARAZZO JUNIOR 205 LOJA A 05,468,,,RIO CLARO,,,13506-845,-22.413111,-47.553216
AVENIDA,PADRE ANCHIETA 137 LOTE A,469,,,MAGE,,,25900-000,-22.656,-43.040116
RUA,DOUTOR MONTEIRO DE AZEVEDO 34 335/394,471,,,ITAGUAI,,,23810-500,-22.872811,-43.775004
PERIMETRAL,NORTE 6 QS 34,472,,,PALMAS,,,77064-532,-10.334433,-48.303659
AVENIDA,VEREADOR NILO TORRES 751 W,474,,,TANGARA DA SERRA,,,78300-970,-15.021789,-57.452391
RUA,DOS ANDRADAS 1001 LJ 01 A 36,476,,,PORTO ALEGRE,,,90020-015,-30.030584,-51.231855
AVENIDA,DOM JOAO VI 215,478,,,SALVADOR,,,40285-000,-12.989656,-38.491532
AVENIDA,BRASIL 22155 207-17,480,,,RIO DE JANEIRO,,,21670-000,-22.840466,-43.369519
AVENIDA,JULIO ANTONIO THURLER 129 AREA B LOJ,482,,,NOVA FRIBURGO,,,28620-000,-22.30395,-42.54095
RUA,PRESIDENTE ANTONIO CARLOS 146,483,,,PASSOS,,,37900-092,-20.719544,-46.609867
RUA,EPITACIO PESSOA 1250,485,,,QUIXADA,,,63900-000,-4.968397,-39.002798
AVENIDA,FRANCISCO SA 3780 LOJA 1,486,,,FORTALEZA,,,60310-052,-3.71694,-38.55871
RUA,CARIJOS 1675,487,,,SANTO ANDRE,,,09180-001,-23.68483,-46.52187
AVENIDA,PRESIDENTE TANCREDO NEVES 100 LUC ANC 02,488,,,JATAI,,,75805-123,-17.889821,-51.724607
RUA,PADRE ANTONIO DE SA 103,489,,,SALVADOR,,,40411-010,-12.943542,-38.500745
ROD,BR 010 100 SUC F110,490,,,IMPERATRIZ,,,65903-390,-5.461273,-47.481095
ESTRADA,PINDAMONHANGABA/TAUBATE 0 LOJA ANC 7,491,,,PINDAMONHANGABA,,,12424-590,-22.94987,-45.479692
AVENIDA,NERO MACEDO 400,492,,,GOIANIA,,,74423-250,-16.680585,-49.312297
PRACA,JOAO PESSOA 168 174/184,493,,,SUZANO,,,08674-040,-23.535708,-46.309263
AVENIDA,RAUL LOPES 1000 SUC 02 ANC,494,,,TERESINA,,,64046-902,-5.080706,-42.794541
SETOR,NORTE COMERCIO LOCAL 114 LOTE D 0 SL 111/114,495,,,BRASILIA,,,72544-204,-16.025591,-47.950972
AV,PRESIDENTE DUTRA 1250,496,,,ITAPERUNA,,,28300-000,-21.201791,-41.894822
PRACA,DOUTOR GUALBERTO DANTAS FONTES 138,497,,,CANDEIAS,,,43805-010,-12.670989,-38.544029
AV,NOSSA SENHORA DE COPACABANA 249 LJ A/B/C/D,500,,,RIO DE JANEIRO,,,22020-002,-22.965936,-43.178384
AVENIDA,MARACANA 987 LOJAS 3056,502,,,RIO DE JANEIRO,,,20530-230,-22.922687,-43.236083
R,VISCONDE DE PIRAJA 146 LJ A / B,503,,,RIO DE JANEIRO,,,22410-002,-22.98451346,-43.19927498
RUA,SAO BENTO 293,505,,,SAO PAULO,,,01011-000,-23.54652085,-46.63534834
AVENIDA,POMPEIA 242,507,,,SAO PAULO,,,05022-000,-23.527138,-46.682897
RUA,VISCONDE DO RIO BRANCO 360 LJS 127 A,508,,,NITEROI,,,24020-002,-22.89215605,-43.12379997
RUA,DOM PEDRO II 178 LUC 206 1P,510,,,GUARULHOS,,,07011-003,-23.469633,-46.525717
RUA,JOAQUIM NABUCO 39 41,511,,,SAO PAULO,,,04621-000,-23.623192,-46.684746
AVENIDA,DOS AUTONOMISTAS 1768 1828 LJ AN,513,,,OSASCO,,,06090-010,-23.5390066,-46.77188786
ALAMEDA,SANTOS 38,514,,,SAO PAULO,,,01418-000,-23.57181,-46.645552
RUA,VISCONDE DO RIO BRANCO 247,516,,,TAUBATE,,,12020-040,-23.02656502,-45.55674754
RUA,QUINZE DE NOVEMBRO 75,517,,,SOROCABA,,,18010-080,-23.49999558,-47.45595793
R,CONDE DE BONFIM 42,519,,,RIO DE JANEIRO,,,20520-053,-22.9231377,-43.2228174
RUA,JOAQUIM FLORIANO 630,521,,,SAO PAULO,,,04534-002,-23.584983,-46.676005
RUA,AUGUSTA 2499 2503,522,,,SAO PAULO,,,01413-100,-23.54990425,-46.64605825
AVENIDA,DA LIBERDADE 863 TER MEZANI,525,,,SAO PAULO,,,01503-001,-23.560188,-46.638003
EST,FRANCISCO DA CRUZ NUNES 5950,526,,,NITEROI,,,24350-310,-22.937757,-43.061122
LARGO,DO AROUCHE 49 LJ 29 1 PA,528,,,SAO PAULO,,,01219-001,-23.542971,-46.643954
RUA,DO CATETE 261,530,,,RIO DE JANEIRO,,,22220-001,-22.9293,-43.177406
SD/NORTE,LOJA S-132 CONJUNTO NACIONAL BRASILIA 0,206,,,BRASILIA,,,72577-900,-15.79102837,-47.88573497
AVENIDA,1 DE JULHO 454,209,,,DIVINOPOLIS,,,35500-002,-20.145054,-44.887661
QUADRA,02 MC 0 MC LT 6,212,,,PLANALTINA,,,73751-027,-16.344898,-48.907278
AVENIDA,MARECHAL FLORIANO PEIXOTO 77,215,,,PAULISTA,,,53401-460,-7.952553,-34.876584
AVENIDA,CEREJEIRAS 300 LUC 1113,218,,,LINHARES,,,29906-014,-20.734077,-40.537303
AV,GEN FLORES DA CUNHA 4001 LJ 101,221,,,CACHOEIRINHA,,,94950-001,-29.93543,-51.079928
RUA,SILVA BUENO 2222 2232,225,,,SAO PAULO,,,04208-002,-23.598231,-46.600604
AVENIDA,PROFESSOR FRANCISCO MORATO 2718  LJ 201,238,,,SAO PAULO,,,05512-300,-23.585616,-46.724474
AV,MARCOLINO MARTINS CABRAL 2525 LJ A 2,241,,,TUBARAO,,,88701-001,-28.47487236,-48.99394218
AV,DAS ARAUCARIAS LTS 1835 1905 1955 E 2005 LJS 200A 200B E 0,244,,,BRASILIA,,,71936-250,-15.842345,-48.024368
RUA,MATO GROSSO 310 LJ ANC 333,248,,,LONDRINA,,,86010-180,-23.311397,-51.156456
RUA,ENGENHEIRO PORTELA 45,251,,,ANAPOLIS,,,75120-120,-16.32496603,-48.9564683
AV,PROF CARLOS CUNHA 1000 L 158/171,253,,,SAO LUIS,,,65076-820,-2.510602,-44.285374
AV,GENERAL DAVID SARNOFF 5160 LJ 237,256,,,CONTAGEM,,,32210-110,-19.947452,-44.02261
AV,SENADOR SALGADO FILHO 2234 LJ 310,259,,,NATAL,,,59064-900,-5.821094463,-35.20808451
ROD,"REGIS BITTENCOURT KM 271,5 0 LJ 95 A",262,,,TABOAO DA SERRA,,,06768-200,-23.615345,-46.777485
RUA,BERNADINO DE CAMPOS 2932 2934/2940,276,,,SAO JOSE DO RIO PRETO,,,15015-300,-20.81172514,-49.38120476
RUA,CARLOS GOMES 1321 LUC 201 P1,279,,,LIMEIRA,,,13480-013,-22.56996613,-47.40734133
AV,SENADOR LEMOS 3153 LJ 269 P T,282,,,BELEM,,,66120-000,-1.417335,-48.478732
AV,JOAO PESSOA 1831 LOJA 218,284,,,PORTO ALEGRE,,,90040-001,-30.04585,-51.212911
RUA,FREI GASPAR 365 SUC N 101,287,,,SAO VICENTE,,,11310-060,-23.96729847,-46.38313699
AV,NOSSA SENHORA DAS DORES 305 UNID 201,290,,,SANTA MARIA,,,97050-531,-29.689414,-53.795031
RUA,SETE DE SETEMBRO 1213 LOJA ANC,293,,,GOVERNADOR VALADARES,,,35010-171,-18.847719,-41.939998
AV,DOUTOR JOSE LOZANO DE ARAUJO 1515 LJ ANC A,295,,,PAULINIA,,,13140-000,-22.77196404,-47.15140635
AV,SETE DE SETEMBRO 1199,298,,,MANAUS,,,69005-141,-3.134592,-60.019814
AV, MINAS GERAIS 471,300,,,GOVERNADOR VALADARES,,,35010-150,-18.855262,-41.9455
AVENIDA,EXPEDITO GARCIA 168,303,,,CARIACICA,,,29146-201,-20.342238,-40.384123
RUA,CORONEL BENEDITO PIRES 45,316,,,SOROCABA,,,18010-160,-23.49977359,-47.45861726
RUA,ALOISIO DA SILVA GOMES 800 LJ 139 TER,318,,,MACAE,,,27930-560,-22.391174,-41.808874
AV,RIO MADEIRA 3288 LJ ANC 212,321,,,PORTO VELHO,,,78905-450,-8.747039,-63.877345
RUA,GUAIRA 3370,324,,,GUARAPUAVA,,,85010-010,-25.393162,-51.468978
RODOVIA,PE 060 3200 LJ 112,326,,,CABO DE SANTO AGOSTINHO,,,54520-600,-8.305392,-35.022247
PRACA,ALEXINA CANDIDA CONCEICAO 05 LUC 3,330,,,PATO DE MINAS,,,38700-022,-18.586216,-46.513538
RUA,SANTOS DUMONT 60,333,,,CRATO,,,63100-040,-7.231225,-39.411839
AV,GOVERNADOR FLAVIO RIBEIRO COUTINHO 115 LJ 36,335,,,JOAO PESSOA,,,58037-000,-7.097206,-34.83438
RUA,LUIZ SPIANDORELLI NETO (LULA) 161 LJ 53/54,338,,,VALINHOS,,,13271-570,-22.984491,-47.015691
AV,PROFESSOR GOMES DE MATOS 1703,341,,,FORTALEZA,,,60410-001,-3.765211,-38.548762
RUA,CEL ERNESTO DEOCLECIANO 640,343,,,SOBRAL,,,62011-050,-3.68849,-40.351313
AV.,RUI BARBOSA 253 TER.2/3PAV,359,,,MACAE,,,27910-361,-22.371919,-41.778254
AV,DOM LUIZ 1200 LJ 201/202,362,,,FORTALEZA,,,60160-230,-3.735572,-38.49046
AV,DOS HOLANDESES 1 QD36 LJ 11,364,,,SAO LUIS,,,65071-380,-2.490708,-44.261477
AV,JOCELIM GOMES PIRES 2300 LOJA 30,367,,,CATALAO,,,75709-140,-18.172419,-47.927345
